label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	837 m/s	0.5869	football	Santa Clarita, San Bernardino, Fresno	0.7172	track & field	1.118	11	Los Angeles, Santa Ana	1.4893
0	728 m/s	0.3009	badminton	Santa Ana, Irvine	0.6644	badminton	0.8144	278	Sacramento	0.3154
3	875 m/s	0.1024	baseball	Santa Clarita, Fresno, San Francisco, San Bernardino, Bakersfield, Fremont	0.152	track & field	0.8221	-236	Modesto	0.9072
0	645 m/s	0.5196	basketball	Irvine, Riverside	1.0488	badminton	0.8603	66	Sacramento	-0.0521
4	523 m/s	0.1928	soccer	Sacramento	1.0147	BASKETBALL, MOTOR SPORTS	0.1356	489	Anaheim, San Jose	0.6671
0	1326 m/s	0.5761	basketball	San Jose, Santa Ana	0.4174	badminton	0.5062	-412	San Francisco, Fremont, Fresno, Bakersfield	0.3831
4	-187 m/s	0.3128	soccer	Sacramento	0.3748	boxing, ice hockey, basketball	0.35	465	Oakland, Anaheim	0.7134
3	1264 m/s	0.3277	soccer	Bakersfield, Fresno, San Bernardino, Stockton, Fremont, Chula Vista	0.6778	tennis	0.9492	-11	Riverside, Santa Ana, Irvine	0.7605
0	1095 m/s	0.2529	badminton	Riverside, Irvine, Santa Ana	0.765	badminton	0.4545	-394	San Diego	0.3584
1	957 m/s	0.492	boxing	San Diego, Long Beach	0.5582	volleyball	0.8808	1341	Moreno Valley	1.272
4	482 m/s	0.3065	soccer	Sacramento	NULL	motor sports	0.6474	534	Oakland, San Jose	0.8979
1	831 m/s	0.0104	golf	Modesto	1.2955	volleyball, soccer	1.1758	834	Moreno Valley	0.6415
4	435 m/s	0.0644	soccer	Sacramento	0.7838	basketball, ice hockey	0.2298	705	Oakland, Long Beach	0.4408
4	84 m/s	0.4624	running	Sacramento	0.9972	basketball, boxing	0.7524	1084	San Jose, Oakland	0.3103
0	735 m/s	0.3312	basketball	Santa Ana, San Jose	0.6181	badminton	1.0126	114	Sacramento	0.1252
2	1216 m/s	0.5611	volleyball	Oakland, Moreno Valley	0.6453	Running	1.0624	377	Chula Vista, Bakersfield, Santa Clarita, Fremont	1.6052
2		-0.1401	motor sports	Moreno Valley, Los Angeles	0.6643	running, golf	1.2775	820	San Francisco, Fresno, Fremont	1.569
4	696 m/s	0.1774	soccer	NULL	1.1361	basketball, ice hockey	0.743	1110	Oakland	0.2255
3	1240 m/s	-0.2092	badminton	Fremont, Bakersfield, Fresno, San Bernardino	0.6559	track & field	1.3959	159	Los Angeles, Irvine, Riverside, Modesto, Santa Ana	None
4	680 m/s	0.8056	running	Sacramento	0.9117	boxing	0.7404	218	Oakland, San Jose, Long Beach	0.4852
0	1444 m/s	0.4163	basketball	Los Angeles	0.8431	badminton	0.7845	119	San Diego	-0.0032
1	1195 m/s	0.8131	golf	Moreno Valley, Los Angeles, Anaheim	0.9694	football, volleyball	0.5887	536	Moreno Valley	1.5607
3	1103 m/s	-0.0196	basketball	San Bernardino, Fresno	0.5145	track & field	0.9571	799	Modesto, Los Angeles, Irvine	0.767
1	647 m/s	0.1154	boxing	San Diego, Long Beach	0.8248	volleyball	0.5567	1549	Moreno Valley	1.4416
3	1002 m/s	0.4582	football	Stockton, Fresno, San Bernardino, Fremont	0.7561	boxing, basketball, ice hockey	0.8935	-159	Irvine, Modesto, Santa Ana, Riverside, Los Angeles	0.4072
0	1136 m/s	0.8318	boxing	Stockton, Chula Vista, San Francisco, Santa Clarita, Bakersfield, Fremont, San Bernardino	0.8756	badminton	0.8001	385	San Diego	0.3645
3	1023 m/s	-0.3152	badminton	Chula Vista	0.6534	track & field	0.6329	208	Irvine, Santa Ana, Stockton, Modesto, Riverside	0.5229
0	1223 m/s	0.3283	basketball	San Jose, Riverside, Santa Ana	0.591	track & field	0.8291	264	Sacramento	0.0279
0	1412 m/s	0.4956	basketball	Santa Ana, Riverside, San Jose	0.8749	badminton	0.8688	102	Sacramento	0.6886
1	899 m/s	0.4359	boxing	MODESTO, SAN DIEGO	?	soccer	1.3028	748	Moreno Valley	1.0465
1	178 m/s	0.4447	golf	San Diego	0.8871	football	1.0807	656	Moreno Valley	0.8526
0	1277 m/s	0.5764	basketball	Irvine, Riverside	0.5843	badminton	0.6117	33	San Diego	0.1809
2	814 m/s	0.7594	motor sports	Moreno Valley	0.2684	baseball, running	0.4382	540	Fresno, Santa Clarita, Bakersfield, Chula Vista	1.21
1	1231 m/s	0.1652	boxing	Modesto, Long Beach	0.9552	soccer, volleyball	0.9784	223	San Bernardino	0.6661
2	798 m/s	0.2201	volleyball	Oakland	0.096	running	0.2736	654	Sacramento	1.3238
0	654 m/s	0.6201	basketball	Santa Ana, Irvine, San Jose	0.3784	badminton	0.6272	347	Sacramento	0.8082
3	637 m/s	0.4816	volleyball	Riverside, Irvine	0.5059	tennis	1.0898	613	Modesto, Stockton	1.3031
0	1274 m/s	0.3863	ice hockey	Irvine	0.7415	badminton	1.0154	-56	Sacramento	0.6052
0	1565 m/s	0.6048	ice hockey	San Jose	0.8459	badminton	0.7618	614	Sacramento	0.3944
3	1060 m/s	0.1433	badminton	San Bernardino	0.0459	track & field	0.8874	-130	Stockton, Irvine, Santa Ana	0.4534
1	853 m/s	0.6841	boxing	Long Beach	0.657	volleyball	1.0863	847	Moreno Valley	1.504
4	326 m/s	0.381	running	Sacramento	0.7102	motor sports, ice hockey	-0.0146	128	Oakland, Anaheim	0.2422
3	319 m/s	0.3125	badminton	San Bernardino, Stockton, San Francisco, Fresno, Fremont	0.5431	n/a	1.13	567	Santa Ana, Irvine, Riverside, Los Angeles, Modesto	0.5267
2	934 m/s	0.5177	soccer	OAKLAND, MORENO VALLEY	0.1302	golf, baseball	1.0979	849	San Francisco, Santa Clarita, Chula Vista, Fresno, Fremont	1.5956
2	972 m/s	0.9193	motor sports	Anaheim, Los Angeles, Moreno Valley	0.2434	baseball, running	0.6973	1155	San Bernardino	0.218
4	165 m/s	0.5643	Running	Sacramento	1.1141	boxing, ice hockey, motor sports	0.6304	954	Oakland, Long Beach, San Jose	0.6722
1	774 m/s	0.3496	golf	Long Beach, Modesto	1.0778	football, soccer	0.728	827	SAN BERNARDINO	0.8841
0	1002 m/s	0.4616	basketball	Riverside, Santa Ana	0.8085	badminton	0.5727	22	Sacramento	0.9326
2	731 m/s	0.0682	motor sports	Moreno Valley, Anaheim, Los Angeles	0.7888	baseball, running	0.887	338	San Francisco, Bakersfield, Fremont, Chula Vista, Santa Clarita	0.7015
4	420 m/s	1.2467	running	Sacramento	0.8812	boxing, basketball	0.2907	699	Moreno Valley	-0.0673
1	784 m/s	0.9278	golf	Long Beach, San Diego	0.6983	soccer, football	1.2124	1560	Moreno Valley	1.3644
0	1298 m/s	0.727	badminton	Riverside	0.4019	badminton	0.8405	-165	Sacramento	0.1414
0	1103 m/s	0.5927	ice hockey	Irvine, Santa Ana	0.4928	badminton	0.7401	-374	Sacramento	0.0526
1	831 m/s	0.5366	boxing	Long Beach	0.9584	soccer, volleyball	1.0642	-57	SAN BERNARDINO	1.0026
1	1247 m/s	0.6088	golf	Modesto, Long Beach	0.7567	soccer	1.1511	120	Moreno Valley	0.7443
0	917 m/s	0.5402	tennis	Irvine, Riverside, Santa Ana	0.797	badminton	0.8783	-523	San Diego	0.6979
1	1004 m/s	-0.1244	boxing	Modesto	0.8793	football, volleyball	0.6753	1127	San Bernardino	0.9161
4	538 m/s	1.187	SOCCER	Sacramento	1.232	ice hockey	0.4676	232	Oakland, Anaheim	0.4753
2	892 m/s	0.5004	volleyball	Anaheim, Oakland, Moreno Valley	-0.0699	baseball	0.9875	886	Fresno, Bakersfield, Chula Vista, San Francisco	0.9932
1	1417 m/s	-0.0032	running	San Diego	1.2726	volleyball, football	0.9963	806	San Bernardino	0.7003
3	828 m/s	0.597	baseball	Santa Clarita, Fremont	0.1107	tennis	1.2264	511	Riverside, Santa Ana, Stockton, Modesto, Irvine	1.192
4	856 m/s	0.0916	running	Sacramento	0.8609	motor sports, ice hockey, basketball	0.5673	827	Anaheim, Oakland	1.3787
3	601 m/s	0.0336	golf	Fremont, Stockton, San Bernardino, Fresno, Santa Clarita, Bakersfield, Chula Vista	0.4852	tennis	1.1994	542	Riverside	0.5599
0	904 m/s	0.6702	boxing	Sacramento	0.4241	badminton	0.5617	667	Sacramento	0.3835
0	1835 m/s	0.2893	basketball	Santa Ana, Irvine	0.9641	badminton	0.6435	200	San Diego	0.0114
4	175 m/s	0.9992	soccer	Sacramento	0.5835	boxing	0.5666	751	Anaheim, San Jose	-0.0887
2	1026 m/s	0.2471	volleyball	Los Angeles, Moreno Valley, Anaheim	1.0015	baseball	0.8994	745	Santa Clarita, Fremont, San Francisco, Fresno	1.6548
4	580 m/s	0.7891	soccer	Sacramento	1.0444	motor sports, basketball	0.0805	1778	Long Beach, Oakland, San Jose	0.837
3	482 m/s	0.2934	baseball	Fremont, San Francisco, Chula Vista, Bakersfield, Stockton, San Bernardino, Fresno	0.5837	tennis	0.802	299	Riverside, Santa Ana, Modesto	0.9573
0	1177 m/s	0.3978	tennis	Irvine, San Jose	0.5135	badminton	0.5643	116	San Diego	0.4844
1	675 m/s	0.7794	golf	San Diego	1.6034	football, soccer	0.516	684	San Bernardino	0.751
3	1101 m/s	0.1756	football	San Bernardino, Stockton, Fresno, Fremont, Chula Vista, Santa Clarita, Bakersfield	0.5922	track & field	0.6807	603	Irvine, Riverside	1.0553
4	642 m/s	0.6954	boxing	Sacramento	0.8293	?	-0.0626	873	san jose, long beach, anaheim	1.0781
0	1459 m/s	0.5038	basketball	Riverside, San Jose	0.6666	boxing, motor sports	0.6493	-206	San Diego	0.7682
4	261 m/s	0.9955	soccer	Sacramento	0.699	ice hockey	0.4109	716	Oakland	0.6275
1	1061 m/s	0.7349	golf	San Diego, Modesto	0.3546	football, volleyball	0.8153	927	San Bernardino	0.5788
3	1241 m/s	0.5375	baseball	Fremont, San Bernardino, Chula Vista, Fresno	0.258	tennis	1.2364	-3	Los Angeles, Santa Ana, Irvine, Stockton, Riverside	0.8417
4	702 m/s	1.2344	soccer	Sacramento	0.7758	ice hockey	0.4751	222	Long Beach, Anaheim	0.6708
0	929 m/s	0.3067	tennis	Riverside	0.6436	badminton	0.5116	-90	San Diego	0.4219
4	102 m/s	1.0726	SOCCER	Sacramento	0.6526	boxing	0.3249	?	San Diego	0.8907
1	598 m/s	-0.0268	basketball	Riverside, San Jose	0.8223	n/a	1.1072	1235	San Bernardino	0.8399
2	1060 m/s	0.9472	NULL	Anaheim	-0.0936	golf	0.8995	1304	Fremont, Fresno, San Francisco, Bakersfield	0.418
4	961 m/s	0.4148	ice hockey	Sacramento	0.642	ice hockey, boxing, basketball	0.1218	578	San Diego	0.5545
3	1007 m/s	0.2543	baseball	Stockton, Bakersfield, Fremont, San Francisco, Chula Vista	0.8552	track & field	0.7637	312	Riverside, Irvine, Modesto	1.1271
3	946 m/s	0.461	ice hockey	Fremont	0.5362	track & field	1.6321	1183	Los Angeles, Stockton	0.6591
3	1128 m/s	-0.1261	football	Santa Clarita, Stockton, Bakersfield, San Francisco	0.5148	track & field	0.706	619	Irvine	0.9415
0	911 m/s	0.844	football	Santa Ana, San Jose, Riverside	0.3277	badminton	0.4502	-604	Sacramento	0.5545
0	1092 m/s	0.5332	ice hockey	Santa Ana, Irvine	0.2625	badminton	0.9315	306	Sacramento	0.0048
0	1115 m/s	0.2012	boxing	Riverside	0.689	badminton	0.8118	-515	San Diego	0.1802
0	1491 m/s	0.3015	ice hockey	Irvine, San Jose, Santa Ana	0.9195	badminton	0.9962	73	Sacramento	0.4354
1	1135 m/s	0.1945	boxing	San Diego	1.2627	football	1.3448	715	Long Beach, Anaheim, Oakland	0.9844
4	531 m/s	0.9925	soccer	Sacramento	0.9131	ice hockey, basketball, boxing	0.2746	1227	Anaheim, San Jose	0.2883
3	948 m/s	-0.0924	baseball	Chula Vista, Santa Clarita, San Bernardino, Bakersfield	0.5707	track & field	0.9947	56	Santa Ana, Los Angeles	0.8971
0	912 m/s	0.7806	Soccer	Santa Ana, San Jose, Irvine	0.3153	BADMINTON	1.1059	-458	Sacramento	0.5696
3	1046 m/s	0.063	baseball	Fremont	0.4585	Track & Field	1.3557	296	Sacramento	0.8645
4	-131 m/s	1.0867	soccer	Sacramento	0.565	motor sports	0.5273	521	Anaheim, San Jose, Oakland	0.9793
3	923 m/s	0.5301	badminton	Fremont, Chula Vista, Bakersfield, Stockton	0.5231	track & field	0.9859	221	Stockton, Modesto, Los Angeles	1.1602
3	710 m/s	0.3421	football	FRESNO, BAKERSFIELD, SAN BERNARDINO, FREMONT, SANTA CLARITA, SAN FRANCISCO, CHULA VISTA	0.2167	track & field	0.6675	-121	IRVINE	1.2067
0	1274 m/s	0.5546	tennis	Irvine, San Jose, Riverside	0.8734	badminton	0.5857	362	San Diego	0.3598
2	421 m/s	0.9165	Motor Sports	Sacramento	0.0533	running	0.9564	1309	Bakersfield, Fresno, Fremont	0.8735
3	1641 m/s	0.0669	tennis	Fresno, Bakersfield	0.7923	track & field	1.6396	425	Riverside, Los Angeles, Stockton, Santa Ana	0.6557
4	661 m/s	1.1833	running	Sacramento	0.9429	motor sports, boxing, basketball	0.0595	1143	Oakland, Long Beach	0.7702
0	704 m/s	0.6621	basketball	San Jose	0.4508	badminton	0.7069	21	San Diego	0.4341
2	1463 m/s	0.1368	track & field	Los Angeles	-0.2327	golf, running	1.5	-138	cHULA vISTA	1.005
0	1026 m/s	0.5121	basketball	San Jose, Riverside, Irvine	0.5569	tennis	0.7886	315	Sacramento	1.0469
3	1210 m/s	-0.0807	badminton	Santa Clarita, San Francisco, Chula Vista	0.2829	track & field	NULL	962	Irvine	1.0463
1	987 m/s	0.2841	golf	San Diego	1.1782	Volleyball	N/A	1016	mORENO vALLEY	0.8797
4	470 m/s	0.4332	running	Sacramento	1.0366	ice hockey, motor sports, basketball	-0.0487	1761	Long Beach, Anaheim	1.0788
3	578 m/s	-0.1488	NULL	Fremont, Bakersfield, Fresno, San Francisco	0.5213	track & field	1.2315	-176	Modesto, Santa Ana, Irvine	1.2338
1	692 m/s	0.6448	N/A	San Diego, Modesto	0.8705	volleyball	1.1902	1105	Moreno Valley	1.3914
0	699 m/s	0.5472	basketball	Irvine, San Jose, Santa Ana	0.2357	badminton	0.7695	-282	San Diego	0.1902
3	706 m/s	0.033	football	Bakersfield	0.5825	tennis	0.7727	600	Irvine, Los Angeles, Stockton, Modesto, Santa Ana	0.9048
2	1208 m/s	0.0515	volleyball	Los Angeles, Oakland	0.1214	running	1.3009	423	Bakersfield, Chula Vista, San Francisco, Fresno	1.3355
0	836 m/s	0.4587	tennis	Riverside, Santa Ana, Irvine	0.1581	badminton	0.5134	503	San Diego	0.7837
2	794 m/s	0.3567	motor sports	Oakland, Anaheim, Moreno Valley	0.2186	golf	1.2884	259	Bakersfield, Santa Clarita, Chula Vista, Fremont	1.2234
2	1341 m/s	1.1684	track & field	Moreno Valley	0.0203	running, golf	1.0408	702	Santa Clarita	0.1818
0	1097 m/s	0.3427	ICE HOCKEY	San Jose	-0.0869	badminton	1.0059	742	San Diego	0.8732
3	1152 m/s	-0.1947	badminton	San Francisco, San Bernardino, Bakersfield	0.1221	track & field	1.3347	2	Riverside, Santa Ana, Irvine, Modesto	1.4298
0	1416 m/s	0.5143	basketball	Riverside, San Jose	0.4885	badminton		692	Irvine	0.1321
3	1461 m/s	0.3867	soccer	bAKERSFIELD, fRESNO, cHULA vISTA, sANTA cLARITA, sTOCKTON, fREMONT	0.5138	tennis	0.8078	-273	Riverside, Santa Ana	0.8811
0	628 m/s	1.2734	golf	Santa Ana	0.8298	badminton	0.4466	184	San Diego	0.1931
2	699 m/s	0.2448	volleyball	Oakland, Anaheim	0.6146	baseball, golf	1.0191	1191	Santa Clarita, Fremont, Fresno	1.1333
2	922 m/s	0.8171	volleyball	Moreno Valley, Anaheim	0.4715	badminton	0.7726	945		0.6908
2	1025 m/s	0.1654	baseball	Anaheim, Moreno Valley	0.2494	running	1.0246	1239	San Francisco, Fremont	1.3845
2	1041 m/s	-0.0774	track & field	Anaheim	-0.1422	running	0.5906	652	Sacramento	0.5303
3	749 m/s	-0.0836	badminton	Santa Clarita, Fresno, Bakersfield	0.203	football, soccer	0.6093	421	Stockton, Santa Ana, Riverside	0.3987
3	895 m/s	0.741	baseball	Stockton, Fresno, San Francisco	0.8224	track & field	0.9543	46	Riverside, Los Angeles	0.9576
3	744 m/s	0.2383	badminton	Chula Vista, Stockton	0.707	tennis	0.8108	16	?	1.0272
1	750 m/s	0.8113	golf	Modesto	0.8343	soccer, volleyball	0.7101	780	San Bernardino	0.8991
1	1321 m/s	0.2549	BASKETBALL	Long Beach	1.5131	soccer	0.9268	665	San Bernardino	0.3341
4	725 m/s	0.4077	ice hockey	Sacramento	1.0149	boxing, ice hockey	0.4767	777	San Jose	0.5942
4	262 m/s	-0.5211	soccer	Sacramento	0.4744	ice hockey, boxing, basketball	-0.0648	1017	Long Beach	0.2908
3	1375 m/s	0.483	football	Stockton, San Bernardino, Bakersfield, Chula Vista, San Francisco	0.3971	tennis	0.9963	820	Modesto	0.9741
4	112 m/s	0.7233	soccer	Sacramento	0.6663	basketball, motor sports	0.2145	882	Moreno Valley	0.8871
3	879 m/s	-0.4077	badminton	Santa Clarita, Fresno, San Francisco	0.5163	track & field	1.3914	969	Riverside	0.7367
0	1238 m/s	0.6871	ice hockey	Riverside, San Jose, Irvine	0.4266	badminton	0.5995	-216	San Diego	0.7564
1	1058 m/s	0.3263	baseball	Long Beach, San Diego	0.6173	volleyball	1.3345	897	San Bernardino	0.8442
3	1091 m/s	0.3169	badminton	Santa Clarita, Chula Vista, Bakersfield, San Bernardino	0.3177	track & field	0.9923	511	San Bernardino	?
0	1090 m/s	0.84	tennis	Santa Ana, San Jose	0.6171	badminton	1.0074	-160	Sacramento	-0.2311
3	1047 m/s	0.1605	football	San Bernardino, Santa Clarita, Fresno, Bakersfield, Fremont	0.1548	track & field	0.5633	503	Los Angeles, Modesto	1.0088
3	1283 m/s	-0.0534	football	N/A	0.4583	TRACK & FIELD	0.8484	-44	Irvine, Los Angeles, Modesto, Riverside	1.8468
1	985 m/s	0.4015	boxing	Modesto, San Diego	1.0314	football, soccer	1.5002	942	Moreno Valley	1.3743
0	1127 m/s	0.2682	tennis	Riverside	0.4173	badminton	0.8844	627	San Diego	-0.0057
3	575 m/s	0.5951	football	Bakersfield, Chula Vista, Fresno, Stockton, Santa Clarita, Fremont	0.9369	tennis	1.3077	-139	Riverside, Santa Ana	1.0509
3	261 m/s	0.9589	football	Stockton, Fremont, Santa Clarita	0.4938	track & field	1.0423	531	Irvine, Modesto, Santa Ana, Riverside, Stockton	1.071
3	880 m/s	0.3478	baseball	Fresno	0.065	tennis	1.4602	648	Stockton, Santa Ana, Riverside, Modesto	1.0454
1	779 m/s	0.0722	golf	Modesto, San Diego	1.1244	soccer	1.0669	1167	Moreno Valley	1.1162
2	621 m/s	0.6869	tennis	Los Angeles	0.5371	n/a	0.9433	517	San Francisco, Chula Vista	1.3726
0	978 m/s	0.33	badminton	riverside, santa ana, san jose	0.3295	badminton	1.4359	-561	Sacramento	0.7576
1	240 m/s	0.1295	golf	Long Beach	0.9056	football	0.5708	1313	San Bernardino	0.5701
2	873 m/s	0.9503	tennis	Modesto	1.0489	golf	0.8418	567	Santa Clarita, San Francisco, Fremont	0.7056
0	697 m/s	0.4811	N/A	NULL	0.8434	badminton	0.9487	329	San Diego	0.5847
4	318 m/s	0.8235	soccer	Sacramento	1.1159	boxing, motor sports	0.9417	387	Anaheim, San Jose	0.3773
1	449 m/s	0.7058	boxing	Modesto	0.7201	volleyball	0.99	568	San Bernardino	0.672
4	753 m/s	0.4453	soccer	Sacramento	0.8272	motor sports	-0.2499	27	Anaheim, San Jose, Oakland	0.8352
1	788 m/s	0.2847	boxing	San Diego	1.0514	soccer, volleyball	1.125	339	San Bernardino	1.0927
4	862 m/s	1.2004	?	Sacramento	0.7462	boxing, ice hockey	0.0056	1131	Long Beach, Oakland	0.5253
2	814 m/s	0.412	motor sports	Moreno Valley, Los Angeles	0.0537	golf, running	0.5193	866	Santa Ana	0.9961
3	1196 m/s	-0.3164	football	Moreno Valley, Oakland	0.1521	track & field	1.3206	8	Los Angeles, Santa Ana	1.1477
4	762 m/s	0.494	running	Sacramento	1.0021	basketball, ice hockey, boxing	0.1325	931	Long Beach, San Jose, Anaheim	0.6785
2	776 m/s	0.2855	volleyball	Moreno Valley	0.3987	golf, baseball	0.9861	236	San Francisco	0.8655
3	947 m/s	0.1178	badminton	Chula Vista, San Francisco, Bakersfield, Fresno	0.7034	soccer, volleyball	0.7282	-135	Riverside, Los Angeles	1.0844
1	824 m/s	1.6853	boxing	Long Beach, San Diego	0.6235	volleyball	1.2939	977	Moreno Valley	0.6527
4	374 m/s	0.2733	basketball	Sacramento	0.4561	motor sports, basketball, ice hockey	0.7007	487	Long Beach	0.0951
1	1147 m/s	0.138	golf	Long Beach, Modesto	0.5962	football	0.747	1254	Moreno Valley	0.9126
2	1355 m/s	0.9465	volleyball	Oakland, Los Angeles, Moreno Valley	0.4096	golf, running	0.8867	725	bAKERSFIELD	0.9518
0	1102 m/s	0.7384	ice hockey	Irvine	0.6504	badminton	1.0123	410	n/a	0.1269
2	1202 m/s	0.0108	track & field	Anaheim, Oakland, Moreno Valley	0.4189	baseball	0.9948	741	Santa Clarita	1.3136
3	1154 m/s	N/A	basketball	Stockton, Santa Clarita, Chula Vista, Fresno, San Bernardino, Bakersfield, San Francisco	0.9834	tennis	1.2047	246	Riverside, Los Angeles, Modesto, Santa Ana, Stockton	0.7709
3	672 m/s	0.4899	baseball	Santa Clarita, Chula Vista, Bakersfield, Fresno	0.0386	tennis	1.103	41	Los Angeles	1.0532
4	1007 m/s	0.0058	soccer	Sacramento	1.2696	MOTOR SPORTS, BOXING	0.3181	968	Long Beach	0.5664
0	406 m/s	1.0473	basketball	San Jose, Riverside	0.5931	badminton	0.9826	612	San Diego	1.0208
0	820 m/s	0.2842	tennis	San Jose, Riverside	0.8795	badminton	1.1874	-284	San Diego	0.6045
2	643 m/s	0.7212	motor sports	Los Angeles, Moreno Valley, Oakland	0.6888	boxing, motor sports, basketball	0.8244	940	Santa Clarita, Chula Vista, Fresno	0.9205
1	1084 m/s	?	golf	Long Beach	0.6729	football, volleyball	0.9041	687	Moreno Valley	0.6311
4	392 m/s	0.8623	running	Sacramento	0.6141	motor sports, boxing	0.0188	945	San Jose, Anaheim, Long Beach	1.1388
0	798 m/s	0.9898	boxing	Irvine, Riverside, Santa Ana	0.2683	badminton	0.8095	751	Sacramento	0.2219
4	-38 m/s	1.3072	soccer	Sacramento	1.0091	basketball, motor sports, ice hockey	0.6396	647	Anaheim, Oakland, Long Beach	0.7397
0	952 m/s	0.4905	basketball	San Jose	0.4615	badminton	0.8148	-249	Sacramento	0.2326
4	674 m/s	0.0523	soccer	Sacramento	0.862	motor sports, basketball	0.1661	n/a	Long Beach	1.5539
2	976 m/s	0.1456	Track & Field	Oakland, Los Angeles, Moreno Valley	0.2349	BASEBALL	0.7348	361	Santa Clarita, Fremont	1.2657
4	274 m/s	0.2176	soccer	Sacramento	0.1029	motor sports	0.7565	308	Long Beach	0.6501
4	322 m/s	0.4374	badminton	Sacramento	0.8037	basketball	0.2295	768	Oakland, Anaheim	0.489
0	1112 m/s	-0.1337	motor sports	Riverside, Santa Ana, Irvine	-0.0828	badminton	0.654	671	Sacramento	0.4565
1	1007 m/s	0.2195	golf	Modesto, San Diego	1.2539	volleyball, soccer	1.1327	n/a	San Bernardino	1.0063
0	902 m/s	0.3399	football	Irvine	0.3435	badminton	0.9324	-187	San Diego	0.479
0	866 m/s	0.9302	tennis	San Jose, Santa Ana, Irvine	0.5301	badminton	0.535	250	San Diego	0.5033
0	1044 m/s	0.1881	ice hockey	Irvine	0.7574	badminton	-0.0888	-392	San Bernardino	0.1661
2	816 m/s	0.6578	track & field	Moreno Valley, Los Angeles, Oakland	0.0862	baseball, running	0.9533	666	Chula Vista, Fresno, Santa Clarita, San Francisco, Fremont	1.0403
3	1297 m/s	0.528	badminton	Fresno, San Bernardino	0.7034	track & field	0.8227	-343	Santa Ana, Riverside, Irvine, Modesto, Los Angeles	0.9003
4	571 m/s	0.8558	running	Sacramento	1.1639	boxing	0.8242	1445	Oakland, San Jose	0.3179
3	342 m/s	0.2688	baseball	Fremont, Chula Vista, Bakersfield, San Francisco, Santa Clarita, Stockton	0.4832	tennis	1.0425	-584	Santa Ana, Los Angeles	1.267
1	1162 m/s	0.964	golf	san diego	1.3204	soccer	0.7618	854	Moreno Valley	0.9201
2	702 m/s	0.6662	volleyball	moreno valley	0.5271	baseball	1.3052	389	Fresno	1.5433
2	1532 m/s	0.4057	motor sports	Oakland	0.4442	running	0.6291	1074	San Francisco, Chula Vista, Bakersfield	0.6846
0	863 m/s	0.5388	tennis	Riverside, San Jose	0.2568	badminton	1.0328	258	Sacramento	0.9226
3	1383 m/s	0.75	baseball	San Bernardino, Fresno	0.5987	track & field	1.3312	-501	Irvine, Stockton, Modesto	0.7682
0	799 m/s	-0.006	tennis	Santa Ana	0.6982	badminton	0.319	70	Sacramento	0.339
3	1630 m/s	0.133	football	BAKERSFIELD, SAN FRANCISCO, FRESNO, FREMONT		tennis	0.6623	-185	Riverside, Santa Ana, Irvine, Stockton	0.4616
2	1231 m/s	0.3401	boxing	Oakland	0.2174	running	1.0888	1035	Bakersfield	0.3233
1	792 m/s	0.393	golf	Modesto	0.4495	soccer	0.873	n/a	Moreno Valley	1.4789
3	1467 m/s	NULL	football	San Francisco, Santa Clarita, Stockton, Fremont, Chula Vista	0.4392	badminton	1.2488	523	Santa Ana	0.9785
0	895 m/s	0.5564	basketball	Santa Ana, Riverside, San Jose	0.3803	badminton	0.475	-682	Sacramento	-0.0593
2	None	0.3809	MOTOR SPORTS	Oakland, Anaheim, Los Angeles	0.5531	golf	1.9239	365	Santa Clarita, Fremont, Fresno, Chula Vista	0.5768
3	1270 m/s	0.1553	badminton	Chula Vista, Stockton, San Bernardino, Santa Clarita, Bakersfield	0.7849	tennis	1.0626	853	Stockton, Modesto, Santa Ana, Irvine, Los Angeles	1.097
2	1302 m/s	0.2935	track & field	Los Angeles, Oakland	0.8044	running	1.1987	838	Chula Vista	0.6447
3	935 m/s	0.5978	football	Fresno, Stockton, Santa Clarita, Fremont	0.2604	tennis	0.696	-19	San Diego	1.2172
3	316 m/s	0.1192	baseball	San Francisco, San Bernardino, Santa Clarita, Fremont, Stockton, Chula Vista, Fresno	0.6933	tennis	0.9149	-78	Irvine	0.8387
4	79 m/s	1.1668	baseball	Sacramento	1.0241	basketball	0.8971	1303	Anaheim, San Jose	0.7014
1	963 m/s	0.4644	golf	Modesto	1.0434	soccer	1.2534	138	Moreno Valley	1.2409
4	591 m/s	0.6213	running	Sacramento	0.4679	ice hockey	0.5116	1041	Anaheim, Long Beach, Oakland	1.3033
0	745 m/s	0.4872	tennis	Irvine	0.8836	badminton	0.9939	240	Sacramento	0.2534
4	442 m/s	0.2198	baseball	Sacramento	0.5255	basketball	0.3548	535	Long Beach, San Jose	0.8409
2	1292 m/s	0.3742	volleyball	Los Angeles	0.2671	running	1.285	n/a	Chula Vista, San Francisco	1.1001
2	675 m/s	0.5299	badminton	Anaheim	-0.2982	baseball, golf	1.2153	895	Chula Vista, San Francisco	1.203
4	789 m/s	0.5657	soccer	Sacramento	0.2804	basketball, ice hockey	-0.0665	788	Long Beach, Anaheim, San Jose	1.2328
1	572 m/s	0.7813	boxing	San Diego	0.6299	volleyball	1.0731	1040	Moreno Valley	1.344
